Mutual Fund Name	 Issue_Date	 Name of Issuer	 CUSIP	 Shares	 
Adirondack_Funds	2015-11-10	ABBOTT LABS	2824100	6,625	
Adirondack_Funds	2015-11-10	ABBVIE INC	00287Y109	6,300	
Adirondack_Funds	2015-11-10	ALCOA INC	13817101	45,800	
Adirondack_Funds	2015-11-10	ALLSCRIPTS HEALTHCARE SOLUTN	01988P108	349,059	
Adirondack_Funds	2015-11-10	AT&T INC	00206R102	13,800	
Adirondack_Funds	2015-11-10	AUTOBYTEL INC	05275N205	175,170	
Adirondack_Funds	2015-11-10	AXCELIS TECHNOLOGIES INC	54540109	1,335,963	
Adirondack_Funds	2015-11-10	AXT INC	00246W103	277,040	
Adirondack_Funds	2015-11-10	BARRETT BILL CORP	06846N104	57,239	
Adirondack_Funds	2015-11-10	BENCHMARK ELECTRS INC	08160H101	56,173	
Adirondack_Funds	2015-11-10	BLACK DIAMOND INC	09202G101	775,561	
Adirondack_Funds	2015-11-10	BLOUNT INTL INC	95180105	673,194	
Adirondack_Funds	2015-11-10	BOSTON SCIENTIFIC CORP	101137107	34,025	
Adirondack_Funds	2015-11-10	BOULDER BRANDS INC	101405108	450,166	
Adirondack_Funds	2015-11-10	BROCADE COMMUNICATIONS SYS I	111621306	259,487	
Adirondack_Funds	2015-11-10	BROOKLINE BANCORP INC DEL	11373M107	350,140	
Adirondack_Funds	2015-11-10	CALLAWAY GOLF CO	131193104	470,181	
Adirondack_Funds	2015-11-10	CARRIZO OIL & GAS INC	144577103	34,800	
Adirondack_Funds	2015-11-10	CLOUD PEAK ENERGY INC	18911Q102	1,051,395	
Adirondack_Funds	2015-11-10	CNO FINL GROUP INC	12621E103	232,706	
Adirondack_Funds	2015-11-10	COCA COLA ENTERPRISES INC NE	19122T109	12,450	
Adirondack_Funds	2015-11-10	COLUMBIA PIPELINE GROUP INC	198280109	13,175	
Adirondack_Funds	2015-11-10	CONSOLIDATED EDISON INC	209115104	8,225	
Adirondack_Funds	2015-11-10	COVANTA HLDG CORP	22282E102	291,000	
Adirondack_Funds	2015-11-10	CRYOLIFE INC	228903100	272,923	
Adirondack_Funds	2015-11-10	CSS INDS INC	125906107	97,998	
Adirondack_Funds	2015-11-10	CTS CORP	126501105	188,867	
Adirondack_Funds	2015-11-10	DEAN FOODS CO	242370203	255,658	
Adirondack_Funds	2015-11-10	DYNEGY INC NEW	26817R108	167,106	
Adirondack_Funds	2015-11-10	EASTMAN KODAK CO	277461406	260,599	
Adirondack_Funds	2015-11-10	ELECTRO SCIENTIFIC INDS	285229100	703,068	
Adirondack_Funds	2015-11-10	EMCOR GROUP INC	29084Q100	17,699	
Adirondack_Funds	2015-11-10	ENDURANCE SPECIALTY HLDGS LT	G30397106	96,988	
Adirondack_Funds	2015-11-10	EXELON CORP	30161N101	11,840	
Adirondack_Funds	2015-11-10	EXPRESS INC	30219E103	221,434	
Adirondack_Funds	2015-11-10	FIRSTMERIT CORP	337915102	316,139	
Adirondack_Funds	2015-11-10	FLY LEASING LTD	34407D109	416,941	
Adirondack_Funds	2015-11-10	FRESH DEL MONTE PRODUCE INC	G36738105	153,667	
Adirondack_Funds	2015-11-10	GAIAM INC	36268Q103	229,091	
Adirondack_Funds	2015-11-10	GENERAL ELECTRIC CO	369604103	14,900	
Adirondack_Funds	2015-11-10	GENWORTH FINL INC	37247D106	357,832	
Adirondack_Funds	2015-11-10	GLOBAL POWER EQUIPMENT GRP I	37941P306	553,198	
Adirondack_Funds	2015-11-10	HARTFORD FINL SVCS GROUP INC	416515104	20,425	
Adirondack_Funds	2015-11-10	HECLA MNG CO	422704106	172,200	
Adirondack_Funds	2015-11-10	HOOPER HOLMES INC	439104100	2,767,665	
Adirondack_Funds	2015-11-10	HUNTSMAN CORP	447011107	26,275	
Adirondack_Funds	2015-11-10	INTREPID POTASH INC	46121Y102	363,238	
Adirondack_Funds	2015-11-10	INVACARE CORP	461203101	155,420	
Adirondack_Funds	2015-11-10	IPASS INC	46261V108	2,614,821	
Adirondack_Funds	2015-11-10	JANUS CAP GROUP INC	47102X105	77,548	
Adirondack_Funds	2015-11-10	JETBLUE AIRWAYS CORP	477143101	142,805	
Adirondack_Funds	2015-11-10	JOHNSON & JOHNSON	478160104	2,250	
Adirondack_Funds	2015-11-10	KCG HLDGS INC	48244B100	486,428	
Adirondack_Funds	2015-11-10	KEY TRONICS CORP	493144109	36,900	
Adirondack_Funds	2015-11-10	KRATON PERFORMANCE POLYMERS	50077C106	82,305	
Adirondack_Funds	2015-11-10	LMI AEROSPACE INC	502079106	376,282	
Adirondack_Funds	2015-11-10	LSI INDS INC	50216C108	573,678	
Adirondack_Funds	2015-11-10	MATTSON TECHNOLOGY INC	577223100	1,601,558	
Adirondack_Funds	2015-11-10	MCDERMOTT INTL INC	580037109	598,371	
Adirondack_Funds	2015-11-10	METLIFE INC	59156R108	11,600	
Adirondack_Funds	2015-11-10	MFA FINL INC	55272X102	804,144	
Adirondack_Funds	2015-11-10	MICROSOFT CORP	594918104	8,675	
Adirondack_Funds	2015-11-10	MONDELEZ INTL INC	609207105	8,050	
Adirondack_Funds	2015-11-10	MORGAN STANLEY	617446448	14,500	
Adirondack_Funds	2015-11-10	NATIONAL WESTN LIFE INS CO	638522102	11,796	
Adirondack_Funds	2015-11-10	NATIONSTAR MTG HLDGS INC	63861C109	383,482	
Adirondack_Funds	2015-11-10	NEOPHOTONICS CORP	64051T100	672,304	
Adirondack_Funds	2015-11-10	NISOURCE INC	65473P105	13,175	
Adirondack_Funds	2015-11-10	NORTHWEST PIPE CO	667746101	115,605	
Adirondack_Funds	2015-11-10	OFFICE DEPOT INC	676220106	237,565	
Adirondack_Funds	2015-11-10	ORION ENERGY SYSTEMS INC	686275108	1,061,711	
Adirondack_Funds	2015-11-10	ORTHOFIX INTL N V	N6748L102	156,586	
Adirondack_Funds	2015-11-10	OWENS & MINOR INC NEW	690732102	173,942	
Adirondack_Funds	2015-11-10	OWENS ILL INC COM	690768403	16,700	
Adirondack_Funds	2015-11-10	PAN AMERICAN SILVER CORP	697900108	151,574	
Adirondack_Funds	2015-11-10	PEP BOYS MANNY MOE & JACK	713278109	411,201	
Adirondack_Funds	2015-11-10	PFIZER INC	717081103	10,425	
Adirondack_Funds	2015-11-10	PHOENIX COS INC NEW	71902E604	94,812	
Adirondack_Funds	2015-11-10	PRGX GLOBAL INC	69357C503	302,279	
Adirondack_Funds	2015-11-10	PURECYCLE CORP	746228303	132,299	
Adirondack_Funds	2015-11-10	REALNETWORKS INC	75605L708	724,615	
Adirondack_Funds	2015-11-10	RENTECH INC COM	760112201	219,596	
Adirondack_Funds	2015-11-10	SANMINA CORPORATION	801056102	136,040	
Adirondack_Funds	2015-11-10	SCRIPPS E W CO OHIO	811054402	250,367	
Adirondack_Funds	2015-11-10	SEABOARD CORP	811543107	482	
Adirondack_Funds	2015-11-10	SEACHANGE INTL INC	811699107	690,713	
Adirondack_Funds	2015-11-10	SELECTIVE INS GROUP INC	816300107	199,920	
Adirondack_Funds	2015-11-10	STERLING CONSTRUCTION CO INC	859241101	917,268	
Adirondack_Funds	2015-11-10	STEWART INFORMATION SVCS COR	860372101	102,362	
Adirondack_Funds	2015-11-10	SUPERIOR INDS INTL INC	868168105	238,295	
Adirondack_Funds	2015-11-10	TECK RESOURCES LTD	878742204	34,145	
Adirondack_Funds	2015-11-10	TRAVELCENTERS OF AMERICA LLC	894174101	327,464	
Adirondack_Funds	2015-11-10	TREDEGAR CORP	894650100	201,063	
Adirondack_Funds	2015-11-10	TRINITY BIOTECH PLC	896438306	302,305	
Adirondack_Funds	2015-11-10	TRUSTCO BK CORP N Y	898349105	60,550	
Adirondack_Funds	2015-11-10	VIOLIN MEMORY INC	92763A101	1,858,801	
Adirondack_Funds	2015-11-10	VISHAY INTERTECHNOLOGY INC	928298108	480,672	
Adirondack_Funds	2015-11-10	VISTEON CORP	92839U206	22,088	
Adirondack_Funds	2015-11-10	VONAGE HLDGS CORP	92886T201	1,363,022	
Adirondack_Funds	2015-11-10	XCERRA CORP	98400J108	239,269	
Adirondack_Funds	2015-11-10	XEROX CORP	984121103	46,150	
Adirondack_Funds	2015-11-10	XURA INC	98420V107	134,258	
Adirondack_Funds	2015-11-10	ABBOTT LABS	2824100	6,625	
Adirondack_Funds	2015-11-10	ABBVIE INC	00287Y109	6,300	
Adirondack_Funds	2015-11-10	ALCOA INC	13817101	45,800	
Adirondack_Funds	2015-11-10	ALLSCRIPTS HEALTHCARE SOLUTN	01988P108	349,059	
Adirondack_Funds	2015-11-10	AT&T INC	00206R102	13,800	
Adirondack_Funds	2015-11-10	AUTOBYTEL INC	05275N205	175,170	
Adirondack_Funds	2015-11-10	AXCELIS TECHNOLOGIES INC	54540109	1,335,963	
Adirondack_Funds	2015-11-10	AXT INC	00246W103	277,040	
Adirondack_Funds	2015-11-10	BARRETT BILL CORP	06846N104	57,239	
Adirondack_Funds	2015-11-10	BENCHMARK ELECTRS INC	08160H101	56,173	
Adirondack_Funds	2015-11-10	BLACK DIAMOND INC	09202G101	775,561	
Adirondack_Funds	2015-11-10	BLOUNT INTL INC	95180105	673,194	
Adirondack_Funds	2015-11-10	BOSTON SCIENTIFIC CORP	101137107	34,025	
Adirondack_Funds	2015-11-10	BOULDER BRANDS INC	101405108	450,166	
Adirondack_Funds	2015-11-10	BROCADE COMMUNICATIONS SYS I	111621306	259,487	
Adirondack_Funds	2015-11-10	BROOKLINE BANCORP INC DEL	11373M107	350,140	
Adirondack_Funds	2015-11-10	CALLAWAY GOLF CO	131193104	470,181	
Adirondack_Funds	2015-11-10	CARRIZO OIL & GAS INC	144577103	34,800	
Adirondack_Funds	2015-11-10	CLOUD PEAK ENERGY INC	18911Q102	1,051,395	
Adirondack_Funds	2015-11-10	CNO FINL GROUP INC	12621E103	232,706	
Adirondack_Funds	2015-11-10	COCA COLA ENTERPRISES INC NE	19122T109	12,450	
Adirondack_Funds	2015-11-10	COLUMBIA PIPELINE GROUP INC	198280109	13,175	
Adirondack_Funds	2015-11-10	CONSOLIDATED EDISON INC	209115104	8,225	
Adirondack_Funds	2015-11-10	COVANTA HLDG CORP	22282E102	291,000	
Adirondack_Funds	2015-11-10	CRYOLIFE INC	228903100	272,923	
Adirondack_Funds	2015-11-10	CSS INDS INC	125906107	97,998	
Adirondack_Funds	2015-11-10	CTS CORP	126501105	188,867	
Adirondack_Funds	2015-11-10	DEAN FOODS CO	242370203	255,658	
Adirondack_Funds	2015-11-10	DYNEGY INC NEW	26817R108	167,106	
Adirondack_Funds	2015-11-10	EASTMAN KODAK CO	277461406	260,599	
Adirondack_Funds	2015-11-10	ELECTRO SCIENTIFIC INDS	285229100	703,068	
Adirondack_Funds	2015-11-10	EMCOR GROUP INC	29084Q100	17,699	
Adirondack_Funds	2015-11-10	ENDURANCE SPECIALTY HLDGS LT	G30397106	96,988	
Adirondack_Funds	2015-11-10	EXELON CORP	30161N101	11,840	
Adirondack_Funds	2015-11-10	EXPRESS INC	30219E103	221,434	
Adirondack_Funds	2015-11-10	FIRSTMERIT CORP	337915102	316,139	
Adirondack_Funds	2015-11-10	FLY LEASING LTD	34407D109	416,941	
Adirondack_Funds	2015-11-10	FRESH DEL MONTE PRODUCE INC	G36738105	153,667	
Adirondack_Funds	2015-11-10	GAIAM INC	36268Q103	229,091	
Adirondack_Funds	2015-11-10	GENERAL ELECTRIC CO	369604103	14,900	
Adirondack_Funds	2015-11-10	GENWORTH FINL INC	37247D106	357,832	
Adirondack_Funds	2015-11-10	GLOBAL POWER EQUIPMENT GRP I	37941P306	553,198	
Adirondack_Funds	2015-11-10	HARTFORD FINL SVCS GROUP INC	416515104	20,425	
Adirondack_Funds	2015-11-10	HECLA MNG CO	422704106	172,200	
Adirondack_Funds	2015-11-10	HOOPER HOLMES INC	439104100	2,767,665	
Adirondack_Funds	2015-11-10	HUNTSMAN CORP	447011107	26,275	
Adirondack_Funds	2015-11-10	INTREPID POTASH INC	46121Y102	363,238	
Adirondack_Funds	2015-11-10	INVACARE CORP	461203101	155,420	
Adirondack_Funds	2015-11-10	IPASS INC	46261V108	2,614,821	
Adirondack_Funds	2015-11-10	JANUS CAP GROUP INC	47102X105	77,548	
Adirondack_Funds	2015-11-10	JETBLUE AIRWAYS CORP	477143101	142,805	
Adirondack_Funds	2015-11-10	JOHNSON & JOHNSON	478160104	2,250	
Adirondack_Funds	2015-11-10	KCG HLDGS INC	48244B100	486,428	
Adirondack_Funds	2015-11-10	KEY TRONICS CORP	493144109	36,900	
Adirondack_Funds	2015-11-10	KRATON PERFORMANCE POLYMERS	50077C106	82,305	
Adirondack_Funds	2015-11-10	LMI AEROSPACE INC	502079106	376,282	
Adirondack_Funds	2015-11-10	LSI INDS INC	50216C108	573,678	
Adirondack_Funds	2015-11-10	MATTSON TECHNOLOGY INC	577223100	1,601,558	
Adirondack_Funds	2015-11-10	MCDERMOTT INTL INC	580037109	598,371	
Adirondack_Funds	2015-11-10	METLIFE INC	59156R108	11,600	
Adirondack_Funds	2015-11-10	MFA FINL INC	55272X102	804,144	
Adirondack_Funds	2015-11-10	MICROSOFT CORP	594918104	8,675	
Adirondack_Funds	2015-11-10	MONDELEZ INTL INC	609207105	8,050	
Adirondack_Funds	2015-11-10	MORGAN STANLEY	617446448	14,500	
Adirondack_Funds	2015-11-10	NATIONAL WESTN LIFE INS CO	638522102	11,796	
Adirondack_Funds	2015-11-10	NATIONSTAR MTG HLDGS INC	63861C109	383,482	
Adirondack_Funds	2015-11-10	NEOPHOTONICS CORP	64051T100	672,304	
Adirondack_Funds	2015-11-10	NISOURCE INC	65473P105	13,175	
Adirondack_Funds	2015-11-10	NORTHWEST PIPE CO	667746101	115,605	
Adirondack_Funds	2015-11-10	OFFICE DEPOT INC	676220106	237,565	
Adirondack_Funds	2015-11-10	ORION ENERGY SYSTEMS INC	686275108	1,061,711	
Adirondack_Funds	2015-11-10	ORTHOFIX INTL N V	N6748L102	156,586	
Adirondack_Funds	2015-11-10	OWENS & MINOR INC NEW	690732102	173,942	
Adirondack_Funds	2015-11-10	OWENS ILL INC COM	690768403	16,700	
Adirondack_Funds	2015-11-10	PAN AMERICAN SILVER CORP	697900108	151,574	
Adirondack_Funds	2015-11-10	PEP BOYS MANNY MOE & JACK	713278109	411,201	
Adirondack_Funds	2015-11-10	PFIZER INC	717081103	10,425	
Adirondack_Funds	2015-11-10	PHOENIX COS INC NEW	71902E604	94,812	
Adirondack_Funds	2015-11-10	PRGX GLOBAL INC	69357C503	302,279	
Adirondack_Funds	2015-11-10	PURECYCLE CORP	746228303	132,299	
Adirondack_Funds	2015-11-10	REALNETWORKS INC	75605L708	724,615	
Adirondack_Funds	2015-11-10	RENTECH INC COM	760112201	219,596	
Adirondack_Funds	2015-11-10	SANMINA CORPORATION	801056102	136,040	
Adirondack_Funds	2015-11-10	SCRIPPS E W CO OHIO	811054402	250,367	
Adirondack_Funds	2015-11-10	SEABOARD CORP	811543107	482	
Adirondack_Funds	2015-11-10	SEACHANGE INTL INC	811699107	690,713	
Adirondack_Funds	2015-11-10	SELECTIVE INS GROUP INC	816300107	199,920	
Adirondack_Funds	2015-11-10	STERLING CONSTRUCTION CO INC	859241101	917,268	
Adirondack_Funds	2015-11-10	STEWART INFORMATION SVCS COR	860372101	102,362	
Adirondack_Funds	2015-11-10	SUPERIOR INDS INTL INC	868168105	238,295	
Adirondack_Funds	2015-11-10	TECK RESOURCES LTD	878742204	34,145	
Adirondack_Funds	2015-11-10	TRAVELCENTERS OF AMERICA LLC	894174101	327,464	
Adirondack_Funds	2015-11-10	TREDEGAR CORP	894650100	201,063	
Adirondack_Funds	2015-11-10	TRINITY BIOTECH PLC	896438306	302,305	
Adirondack_Funds	2015-11-10	TRUSTCO BK CORP N Y	898349105	60,550	
Adirondack_Funds	2015-11-10	VIOLIN MEMORY INC	92763A101	1,858,801	
Adirondack_Funds	2015-11-10	VISHAY INTERTECHNOLOGY INC	928298108	480,672	
Adirondack_Funds	2015-11-10	VISTEON CORP	92839U206	22,088	
Adirondack_Funds	2015-11-10	VONAGE HLDGS CORP	92886T201	1,363,022	
Adirondack_Funds	2015-11-10	XCERRA CORP	98400J108	239,269	
Adirondack_Funds	2015-11-10	XEROX CORP	984121103	46,150	
Adirondack_Funds	2015-11-10	XURA INC	98420V107	134,258	
ADVANCE_CAPITAL_I_INC	2016-11-01	AARONS INC	002535300	19,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	ADVANCE AUTO PARTS	00751Y106	4,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	APPLE COMPUTER	037833100	3,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	ABBOTT LABS	002824100	10,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	ANALOG DEVICES	032654105	16,700	
ADVANCE_CAPITAL_I_INC	2016-11-01	ALLIANCE DATASYS	018581108	2,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	AETNA INC.	00817Y108	2,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	AMTRUST FINANCIAL	032359309	7,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	ASSURED GUARANTY LTD	G0585R106	7,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	ALASKA AIR GROUP	011659109	6,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	ALLY FINANCIAL INC.	02005N100	12,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	AFFILIATED MANAGERS GROUP	008252108	2,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	AMERIPRISE FINANCIAL	03076C106	2,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	ANTHEM INC	036752103	1,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	APTAR GROUP INC.	038336103	4,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	AMERICAN EXPRESS COMPANY	025816109	4,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	ACUITY BRANDS INC	00508Y102	2,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	CR BARD INC	067383109	4,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	BECTON DICKINSON & CO	075887109	2,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	POPULAR INC	733174700	6,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	BERKSHIRE HATHAWAY I	084670702	2,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	BORG WARNER INC	099724106	6,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	CARDINAL HEALTH, INC.	14149Y108	4,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	CBRE GROUP INC. - A	12504L109	7,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	C.H. ROBINSON WORLDWIDE	12541W209	10,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	CIGNA CORP	125509109	2,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	CIT GROUP, INC.	125581801	6,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	CLARCOR INC	179895107	6,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	DELTA AIR LINES INC.	247361702	8,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	DISCOVER FINANCIAL SERVICE	254709108	4,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	DOVER CORPORATION	260003108	13,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	EBAY INC.	278642103	16,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	ECOLAB, INC.	278865100	5,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	EASTMAN CHEMICAL	277432100	3,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	EMERSON ELECTRIC COMPANY	291011104	9,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	EAST-WEST BANCORP INC	27579R104	6,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	EXPEDITORS INTL WASH	302130109	17,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	FEDEX CORPORATION	31428X106	2,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	FAIR ISAAC CORP	303250104	4,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	FLOWERS FOODS INC	343498101	35,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	FMC TECHNOLOGIES	30249U101	7,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	GENERAL MILLS, INC.	370334104	7,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	GENUINE PARTS CO.	372460105	9,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	GLOBAL PAYMENTS INC	37940X102	14,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	HASBRO INC	418056107	11,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	HUNTINGTON BANCSHARE	446150104	23,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	HOME DEPOT	437076102	4,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	HORMEL FOODS CORP	440452100	32,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	HERSHEY FOODS CORP.	427866108	11,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	HUBBELL INC	443510607	3,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	INTERNATIONAL FLAVOR	459506101	4,700	
ADVANCE_CAPITAL_I_INC	2016-11-01	INTEL	458140100	16,700	
ADVANCE_CAPITAL_I_INC	2016-11-01	ILLINOIS TOOL WORKS	452308109	5,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	INVESCO LTD	G491BT108	7,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	JONES LANG LASALLE, INC.	48020Q107	2,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	JOHNSON & JOHNSON	478160104	4,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	JUNIPER NETWORKS INC	48203R104	24,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	WILEY JOHN & SONS	968223206	10,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	KEYCORP	493267108	18,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	COCA COLA	191216100	9,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	MICHAEL KORS HOLDING	G60754101	10,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	LEAR CORP	521865204	4,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	LINCOLN ELECTRIC	533900106	6,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	LENNOX INTERNATIONAL	526107107	2,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	SOUTHWEST AIRLINES	844741108	9,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	MATTEL, INC.	577081102	29,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	MCDONALD'S CORPORATION	580135101	4,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	MEDTRONIC INC.	G5960L103	6,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	3M CO.	88579Y101	2,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	MOLINA HEALTHCARE	60855R100	3,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	MONSANTO CO	61166W101	3,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	MINE SAFETY INC	553498106	7,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	NAVIENT CORP	63938C108	16,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	NIKE	654106103	9,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	NORTHSTAR REALTY FIN	66704R803	17,700	
ADVANCE_CAPITAL_I_INC	2016-11-01	ON Semiconductor Cor	682189105	16,500	
ADVANCE_CAPITAL_I_INC	2016-11-01	PEPSICO, INC.	713448108	5,200	
ADVANCE_CAPITAL_I_INC	2016-11-01	PROCTOR & GAMBLE	742718109	6,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	POOL CORP	73278L105	4,600	
ADVANCE_CAPITAL_I_INC	2016-11-01	PVH CORP	693656100	1,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	RACKSPACE HOSTING	750086100	6,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	SHERWIN-WILLIAMS CO.	824348106	1,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	SYNCHRONY FINANCIAL	87165B103	22,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	SYSCO CORP	871829107	27,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	TIFFANY & COMPANY	886547108	9,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	UGI HOLDING CORPCOM	902681105	24,800	
ADVANCE_CAPITAL_I_INC	2016-11-01	AMERCO	023586100	1,000	
ADVANCE_CAPITAL_I_INC	2016-11-01	UNUM PROVIDENT CORP	91529Y106	12,900	
ADVANCE_CAPITAL_I_INC	2016-11-01	V.F. CORPORATION	918204108	17,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	VALERO ENERGY CORP	91913Y100	7,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	VOYA FINANCIAL	929089100	10,300	
ADVANCE_CAPITAL_I_INC	2016-11-01	WALGREEN CO	931427108	4,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	WHIRLPOOL CORPORATIO	963320106	3,100	
ADVANCE_CAPITAL_I_INC	2016-11-01	WAL-MART	931142103	8,700	
ADVANCE_CAPITAL_I_INC	2016-11-01	WESTROCK CO	96145D105	4,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	WYNDHAM WORLDWIDE	98310W108	7,400	
ADVANCE_CAPITAL_I_INC	2016-11-01	XILINX, INC.*	983919101	25,700	
ADVANCE_CAPITAL_I_INC	2016-11-01	DENTSPLY SIRONA INC.	24906P109	17,800	
ADVANCE_CAPITAL_I_INC	2016-08-09	AARONS INC	002535300	21,200	
ADVANCE_CAPITAL_I_INC	2016-08-09	ADVANCE AUTO PARTS	00751Y106	7,500	
ADVANCE_CAPITAL_I_INC	2016-08-09	APPLE COMPUTER	037833100	5,900	
ADVANCE_CAPITAL_I_INC	2016-08-09	AMERISOURCE BERGEN	03073E105	10,700	
ADVANCE_CAPITAL_I_INC	2016-08-09	ABBOTT LABS	002824100	23,100	
ADVANCE_CAPITAL_I_INC	2016-08-09	ANALOG DEVICES	032654105	28,600	
ADVANCE_CAPITAL_I_INC	2016-08-09	ALLIANCE DATASYS	018581108	3,800	
ADVANCE_CAPITAL_I_INC	2016-08-09	AMERICAN EAGLE	02553E106	11,900	
ADVANCE_CAPITAL_I_INC	2016-08-09	AETNA INC.	00817Y108	5,800	
ADVANCE_CAPITAL_I_INC	2016-08-09	AMTRUST FINANCIAL	032359309	10,900	
ADVANCE_CAPITAL_I_INC	2016-08-09	ASSURED GUARANTY LTD	G0585R106	11,100	
ADVANCE_CAPITAL_I_INC	2016-08-09	ALASKA AIR GROUP	011659109	10,800	
ADVANCE_CAPITAL_I_INC	2016-08-09	ALLY FINANCIAL INC.	02005N100	15,200	
ADVANCE_CAPITAL_I_INC	2016-08-09	AFFILIATED MANAGERS GROUP	008252108	4,100	
ADVANCE_CAPITAL_I_INC	2016-08-09	AMERIPRISE FINANCIAL	03076C106	3,000	
ADVANCE_CAPITAL_I_INC	2016-08-09	AMSURG CORP	03232P405	3,700	
ADVANCE_CAPITAL_I_INC	2016-08-09	ARAMARK	03852U106	22,300	
ADVANCE_CAPITAL_I_INC	2016-08-09	ARRIS GROUP INC.	G0551A103	10,900	
ADVANCE_CAPITAL_I_INC	2016-08-09	APTAR GROUP INC.	038336103	5,500	
ADVANCE_CAPITAL_I_INC	2016-08-09	ACUITY BRANDS INC	00508Y102	5,800	
ADVANCE_CAPITAL_I_INC	2016-08-09	BOEING COMPANY	097023105	5,100	
ADVANCE_CAPITAL_I_INC	2016-08-09	CR BARD INC	067383109	7,500	
